ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
W1350,9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,1.0
W1351,8.0,0.57,,3.9,0.034,22.0,122.0,0.9917,3.29,0.67,12.8,2.0
W1352,6.5,0.37,,3.9,0.027,40.0,130.0,0.9906,,0.39,12.7,2.0
W1353,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,2.0
W1354,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,1.0
W1355,7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,1.0
W1356,7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,,11.4,1.0
W1357,7.3,0.22,,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,2.0
W1358,6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,2.0
W1359,6.8,0.35,0.32,2.4,0.048,35.0,103.0,0.9911,3.28,0.46,12.0,2.0
W1360,6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,2.0
W1361,6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,10.5,2.0
W1362,6.0,0.13,0.28,5.7,0.038,56.0,189.5,0.9948,3.59,0.43,10.6,2.0
W1363,6.4,0.25,,1.4,0.04,42.0,115.0,0.9906,,0.48,11.3,2.0
W1364,6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,1.0
W1365,7.6,0.19,,1.1,0.04,38.0,143.0,0.9907,,0.42,11.4,1.0
W1366,6.7,0.13,0.28,1.2,0.046,35.0,140.0,0.9927,,0.33,10.1,2.0
W1367,7.0,0.14,0.41,0.9,0.037,22.0,95.0,0.9914,3.25,0.43,10.9,2.0
W1368,7.6,0.27,,3.8,0.058,19.0,115.0,0.9958,,0.45,8.9,1.0
W1369,7.3,0.22,,15.4,0.05,55.0,191.0,1.0,,0.59,8.9,2.0
W1370,7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,2.9,0.49,9.3,1.0
W1371,7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,2.0
W1372,8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.9944,3.1,0.38,12.0,2.0
W1373,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,,0.68,9.5,2.0
W1374,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,2.0
W1375,6.9,0.23,0.34,2.7,0.032,24.0,121.0,0.9902,3.14,0.38,12.4,2.0
W1376,6.2,0.3,0.32,1.7,0.032,30.0,130.0,0.9911,3.28,0.41,11.2,2.0
W1377,6.9,0.27,,1.7,0.047,6.0,134.0,0.9929,3.15,,11.4,2.0
W1378,6.9,0.28,0.41,1.7,0.05,10.0,136.0,0.993,3.16,0.71,11.4,2.0
W1379,6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.9918,,0.38,11.1,2.0
W1380,6.9,0.46,0.2,0.9,0.054,5.0,126.0,0.992,3.1,0.42,10.4,2.0
W1381,6.9,0.38,0.32,8.5,0.044,36.0,152.0,0.9932,3.38,0.35,12.0,2.0
W1382,5.7,0.43,,5.7,0.039,24.0,98.0,0.992,,0.61,12.3,2.0
W1383,6.6,0.56,0.16,3.1,0.045,28.0,92.0,0.994,3.12,0.35,9.1,2.0
W1384,7.1,0.36,0.56,1.3,0.046,25.0,102.0,0.9923,,0.33,10.5,2.0
W1385,6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,,0.7,11.4,2.0
W1386,6.2,0.33,0.29,1.3,0.042,26.0,138.0,0.9956,3.77,0.64,9.5,1.0
W1387,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,,13.7,2.0
W1388,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,2.0
W1389,7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,2.0
W1390,8.1,0.19,0.4,0.9,0.037,73.0,180.0,0.9926,3.06,0.34,10.0,2.0
W1391,5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.49,0.42,10.1,2.0
W1392,6.2,0.16,0.47,1.4,0.029,23.0,81.0,0.99,3.26,0.42,12.2,2.0
W1393,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,2.0
W1394,5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,2.0
W1395,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,2.0
W1396,6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46,12.3,2.0
W1397,7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,,11.3,2.0
W1398,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,2.0
W1399,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,2.0
W1400,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,2.0
W1401,7.3,0.25,,13.1,0.05,35.0,200.0,0.9986,,0.46,8.9,2.0
W1402,6.3,0.67,0.48,12.6,0.052,57.0,222.0,0.9979,3.17,0.52,9.3,2.0
W1403,7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,2.0
W1404,7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,3.34,0.64,10.9,2.0
W1405,9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.9938,2.9,0.38,11.6,1.0
W1406,6.3,0.39,0.24,6.9,0.069,9.0,117.0,0.9942,3.15,0.35,10.2,1.0
W1407,8.2,0.22,0.36,6.8,0.034,12.0,90.0,0.9944,3.01,0.38,10.5,2.0
W1408,7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,2.0
W1409,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,2.0
W1410,7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,2.0
W1411,7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4,11.6,2.0
W1412,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,2.0
W1413,6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.9925,,0.79,12.3,2.0
W1414,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,,10.8,2.0
W1415,5.8,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,3.29,0.38,11.3,2.0
W1416,5.9,0.415,,0.8,0.038,22.0,63.0,0.9932,,0.36,9.3,1.0
W1417,6.6,0.23,0.26,1.3,0.045,16.0,128.0,0.9934,3.36,,10.0,2.0
W1418,8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11.0,1.0
W1419,6.9,0.35,,1.0,0.044,18.0,132.0,0.992,,0.55,10.2,1.0
W1420,7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,,10.8,2.0
W1421,9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.998,3.1,0.34,10.1,1.0
W1422,6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,2.0
W1423,5.3,0.165,0.24,1.1,0.051,25.0,105.0,0.9925,3.32,0.47,9.1,1.0
W1424,9.8,0.25,,10.0,0.056,36.0,225.0,0.9977,,0.43,10.0,1.0
W1425,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,,0.41,10.8,2.0
W1426,6.8,0.22,,0.9,0.052,26.0,128.0,0.991,3.25,0.35,11.4,2.0
W1427,7.2,0.22,,1.0,0.045,34.0,140.0,0.99,,0.34,12.7,2.0
W1428,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,,0.55,11.3,1.0
W1429,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,2.0
W1430,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,1.0
W1431,7.0,0.39,0.24,1.0,0.048,8.0,119.0,0.9923,3.0,0.31,10.1,1.0
W1432,6.1,0.22,,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,1.0
W1433,6.5,0.36,0.49,2.9,0.03,16.0,94.0,0.9902,3.1,0.49,12.1,2.0
W1434,7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.9893,3.07,0.33,12.2,2.0
W1435,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,1.0
W1436,6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,,9.6,1.0
W1437,8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,1.0
W1438,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,2.0
W1439,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,1.0
W1440,6.1,0.25,0.49,7.6,0.052,67.0,226.0,0.9956,3.16,0.47,8.9,1.0
W1441,7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,3.03,0.44,8.8,1.0
W1442,7.2,0.31,0.24,1.4,0.057,17.0,117.0,0.9928,3.16,,10.5,1.0
W1443,8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.9938,3.08,0.34,9.4,1.0
W1444,7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,,12.2,2.0
W1445,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,2.0
W1446,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,,0.42,12.2,2.0
W1447,6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,,12.2,2.0
W1448,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,,,11.2,2.0
W1449,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,2.0
W1450,6.9,0.19,,6.6,0.036,49.0,172.0,0.9932,,,11.5,2.0
W1451,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,,11.3,2.0
W1452,7.2,0.4,,1.1,0.048,11.0,138.0,0.9929,3.01,,9.3,1.0
W1453,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,2.0
W1454,7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,2.0
W1455,8.3,0.21,0.49,19.8,0.054,50.0,231.0,1.0012,2.99,0.54,9.2,1.0
W1456,6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,1.0
W1457,6.3,0.27,,1.2,0.063,35.0,92.0,0.9911,3.38,,12.2,2.0
W1458,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,2.0
W1459,7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,3.31,0.41,12.2,2.0
W1460,7.9,0.11,,4.5,0.048,27.0,133.0,0.9946,,0.42,10.6,2.0
W1461,8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,2.0
W1462,6.4,0.145,0.49,5.4,0.048,54.0,164.0,0.9946,3.56,,10.8,2.0
W1463,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,2.0
W1464,8.3,0.19,0.49,1.2,0.051,11.0,137.0,0.9918,3.06,,11.0,2.0
W1465,8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.27,12.7,2.0
W1466,7.0,0.2,0.74,0.8,0.044,19.0,163.0,0.9931,3.46,0.53,10.2,1.0
W1467,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,2.0
W1468,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,2.0
W1469,6.5,0.24,0.24,1.6,0.046,15.0,60.0,0.9928,3.19,0.39,9.8,1.0
W1470,7.2,0.4,,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,1.0
W1471,7.6,0.52,,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,2.0
W1472,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,2.0
W1473,7.8,0.21,0.49,1.35,0.052,6.0,48.0,0.9911,3.15,0.28,11.4,1.0
W1474,7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.9938,3.21,0.48,10.8,2.0
W1475,6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1.0
W1476,7.2,0.08,,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,2.0
W1477,7.1,0.85,0.49,8.7,0.028,40.0,184.0,0.9962,3.22,0.36,10.7,1.0
W1478,7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,2.0
W1479,7.9,0.22,0.24,4.6,0.044,39.0,159.0,0.9927,2.99,0.28,11.5,2.0
W1480,7.7,0.16,0.49,2.0,0.056,20.0,124.0,0.9948,3.32,0.49,10.7,2.0
W1481,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,,10.2,2.0
W1482,6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.9942,3.37,0.6,10.1,2.0
W1483,6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.9952,3.62,0.81,10.4,2.0
W1484,6.9,0.25,,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1.0
W1485,7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,1.0
W1486,7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.9918,,,10.6,2.0
W1487,6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.9932,,0.7,9.4,2.0
W1488,6.7,0.25,0.74,19.4,0.054,44.0,169.0,1.0004,3.51,0.45,9.8,2.0
W1489,6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,3.18,0.54,9.5,2.0
W1490,7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,1.0
W1491,5.6,0.185,,1.1,0.03,28.0,117.0,0.9918,,,10.3,2.0
W1492,7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62,11.1,1.0
W1493,8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10.0,1.0
W1494,8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.9936,3.13,0.38,12.3,2.0
W1495,7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,2.0
W1496,7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.9938,,0.38,12.3,2.0
W1497,6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,,10.4,1.0
W1498,6.8,0.27,0.49,1.2,0.044,35.0,126.0,0.99,,0.48,12.1,2.0
W1499,7.7,0.27,0.49,1.8,0.041,23.0,86.0,0.9914,,0.42,12.5,2.0
W1500,6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.9904,,0.6,13.0,2.0
W1501,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,,11.0,2.0
W1502,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,,10.1,1.0
W1503,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,1.0
W1504,6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.9909,3.27,0.34,12.6,2.0
W1505,7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,,,12.2,2.0
W1506,9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.9945,3.04,0.49,9.8,2.0
W1507,8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,,11.0,2.0
W1508,7.8,0.26,,7.5,0.044,59.0,160.0,0.996,,0.64,10.0,2.0
W1509,6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,2.0
W1510,7.9,0.2,,1.6,0.053,15.0,144.0,0.993,3.16,,10.5,1.0
W1511,8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.9942,3.23,0.48,10.0,1.0
W1512,8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,3.02,,11.2,2.0
W1513,7.3,0.22,,9.4,0.034,29.0,134.0,0.9939,,0.32,11.0,2.0
W1514,7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.9937,3.01,0.28,11.2,2.0
W1515,7.4,0.19,,9.3,0.03,26.0,132.0,0.994,,0.32,11.0,2.0
W1516,7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77,10.5,2.0
W1517,8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,2.0
W1518,8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,,10.6,2.0
W1519,8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,0.34,12.0,2.0
W1520,8.3,0.2,,1.7,0.04,34.0,169.0,0.9938,,0.37,10.1,1.0
W1521,8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.9939,3.05,0.37,10.1,2.0
W1522,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,1.0
W1523,6.9,0.21,,1.4,0.041,15.0,164.0,0.9927,3.25,0.63,11.0,1.0
W1524,8.0,0.25,0.49,9.0,0.044,31.0,185.0,0.998,3.34,0.49,10.0,2.0
W1525,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,2.0
W1526,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,1.0
W1527,14.2,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,2.0
W1528,7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.9954,3.04,0.55,11.0,2.0
W1529,7.4,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,,11.1,2.0
W1530,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,,0.39,8.7,2.0
W1531,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,,8.7,1.0
W1532,8.1,0.3,0.49,8.1,0.037,26.0,174.0,0.9943,3.1,0.3,11.2,2.0
W1533,7.5,0.23,,7.7,0.049,61.0,209.0,0.9941,,0.3,11.1,2.0
W1534,7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,,10.8,2.0
W1535,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,2.0
W1536,8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,2.0
W1537,8.9,0.13,,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,1.0
W1538,8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,,10.0,2.0
W1539,6.0,0.17,,1.0,0.034,26.0,106.0,0.992,3.21,,9.8,2.0
W1540,7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,2.0
W1541,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,2.0
W1542,7.1,0.53,0.24,0.8,0.029,29.0,86.0,0.993,3.16,0.32,9.1,1.0
W1543,7.2,0.16,0.49,1.3,0.037,27.0,104.0,0.9924,3.23,0.57,10.6,2.0
W1544,7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.9928,3.2,0.72,10.6,2.0
W1545,8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,1.0
W1546,7.9,0.12,,5.2,0.049,33.0,152.0,0.9952,,0.47,10.6,2.0
W1547,6.7,0.29,,4.7,0.034,35.0,156.0,0.9945,,,9.9,2.0
W1548,6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,9.9,2.0
W1549,7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,2.0
W1550,8.5,0.15,,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,2.0
W1551,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,2.0
W1552,6.6,0.19,0.99,1.2,0.122,45.0,129.0,0.9936,3.09,,8.7,2.0
W1553,7.3,0.21,0.49,1.8,0.038,44.0,152.0,0.9912,3.32,0.44,12.6,2.0
W1554,6.9,0.3,0.49,7.6,0.057,25.0,156.0,0.9962,3.43,0.63,11.0,2.0
W1555,7.9,0.42,0.49,8.2,0.056,32.0,164.0,0.9965,3.29,0.6,11.2,2.0
W1556,6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,0.57,10.7,2.0
W1557,7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.9967,3.08,0.58,9.6,2.0
W1558,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,,10.6,2.0
W1559,6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,3.27,0.57,9.0,1.0
W1560,8.8,0.35,0.49,1.0,0.036,14.0,56.0,0.992,2.96,0.33,10.5,1.0
W1561,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,,0.52,12.8,2.0
W1562,9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,3.15,0.46,10.1,1.0
W1563,7.1,0.34,,1.5,0.027,26.0,126.0,0.99,,0.33,12.2,2.0
W1564,7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,2.0
W1565,9.1,0.28,,2.0,0.059,10.0,112.0,0.9958,,0.46,10.1,1.0
W1566,8.5,0.19,0.49,3.5,0.044,29.0,117.0,0.9938,3.14,0.51,10.1,2.0
W1567,7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.9996,3.06,0.41,9.2,1.0
W1568,7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.9946,3.33,0.44,9.9,1.0
W1569,7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,2.0
W1570,6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.9945,3.21,,9.9,1.0
W1571,6.6,0.3,,4.6,0.041,36.0,159.0,0.9946,,0.45,9.9,1.0
W1572,7.4,0.3,,8.2,0.055,49.0,188.0,0.9974,,0.58,9.7,2.0
W1573,6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.9957,3.54,,10.3,2.0
W1574,7.8,0.26,0.49,3.1,0.045,21.0,116.0,0.9931,3.16,0.35,10.3,1.0
W1575,8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,2.88,0.34,10.5,1.0
W1576,6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76,10.5,2.0
W1577,6.2,0.27,0.49,1.4,0.05,20.0,74.0,0.9931,3.32,0.44,9.8,2.0
W1578,7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,1.0
W1579,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,1.0
W1580,7.6,0.31,0.49,13.4,0.062,50.0,191.0,0.9989,,,9.0,1.0
W1581,9.8,0.31,0.49,15.4,0.046,13.0,119.0,1.0004,3.18,0.45,9.5,1.0
W1582,9.0,0.3,0.49,7.2,0.039,32.0,84.0,0.9938,2.94,0.32,11.5,2.0
W1583,8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.9934,3.03,0.33,11.9,2.0
W1584,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1,1.0
W1585,6.4,0.25,,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,2.0
W1586,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,,,8.7,1.0
W1587,9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.9948,3.11,0.46,9.8,1.0
W1588,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,,9.2,2.0
W1589,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,,0.4,8.7,1.0
W1590,7.0,0.27,0.74,1.5,0.036,27.0,122.0,0.9926,3.35,0.48,11.2,2.0
W1591,7.9,0.14,0.74,1.2,0.028,30.0,165.0,0.991,3.08,,12.3,2.0
W1592,6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,,10.4,2.0
W1593,6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.9916,3.13,0.41,10.7,2.0
W1594,8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.9953,3.13,0.59,10.5,2.0
W1595,7.0,0.29,,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,2.0
W1596,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,2.0
W1597,6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.9906,3.15,0.3,11.9,1.0
W1598,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,2.0
W1599,6.3,0.24,0.74,1.4,0.172,24.0,108.0,0.9932,3.27,0.39,9.9,2.0
W1600,6.7,0.33,,1.6,0.167,20.0,94.0,0.9914,3.11,0.5,11.4,2.0
W1601,7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,2.0
W1602,8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.996,3.08,,10.7,2.0
W1603,5.6,0.39,0.24,4.7,0.034,27.0,77.0,0.9906,3.28,0.36,12.7,1.0
W1604,5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.98815,3.32,0.5,13.5,2.0
W1605,6.7,0.41,0.01,2.8,0.048,39.0,137.0,0.9942,,0.35,9.5,1.0
W1606,7.1,0.26,,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,2.0
W1607,7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46,12.5,2.0
W1608,5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,3.34,0.38,9.5,2.0
W1609,6.9,0.27,0.49,23.5,0.057,59.0,235.0,1.0024,2.98,0.47,8.6,1.0
W1610,8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.9968,3.09,0.46,10.0,2.0
W1611,7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,,12.5,2.0
W1612,8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.9941,3.12,0.34,10.1,2.0
W1613,7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,2.0
W1614,8.0,0.14,0.49,1.5,0.035,42.0,120.0,0.9928,3.26,0.4,10.6,2.0
W1615,8.0,0.29,,11.7,0.035,40.0,131.0,0.9958,3.14,,10.8,1.0
W1616,7.5,0.19,0.49,1.6,0.047,42.0,140.0,0.9932,3.4,0.47,10.7,2.0
W1617,6.9,0.34,0.49,7.3,0.045,61.0,206.0,0.9957,3.09,0.4,9.0,2.0
W1618,6.2,0.2,0.49,1.6,0.065,17.0,143.0,0.9937,3.22,0.52,9.2,2.0
W1619,6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.9982,3.14,0.48,8.5,2.0
W1620,6.2,0.22,0.49,6.0,0.029,31.0,128.0,0.9928,3.41,0.36,11.3,2.0
