,ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1292,W1293,6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.993,3.5,,10.3,2.0
1293,W1294,6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,1.0
1294,W1295,6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,1.0
1295,W1296,7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,2.0
1296,W1297,7.5,0.38,0.33,5.0,0.045,30.0,131.0,0.9942,,,10.9,2.0
1297,W1298,7.3,0.42,0.38,6.8,0.045,29.0,122.0,0.9925,3.19,0.37,12.6,2.0
1298,W1299,7.3,0.34,0.39,5.2,0.04,45.0,163.0,0.9925,,,12.4,2.0
1299,W1300,7.8,0.23,0.28,4.75,0.042,45.0,166.0,0.9928,2.96,0.4,11.5,1.0
1300,W1301,9.0,0.245,0.38,5.9,0.045,52.0,159.0,0.995,2.93,,10.2,2.0
1301,W1302,6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,3.22,,11.4,1.0
1302,W1303,7.4,0.19,0.42,6.4,0.067,39.0,212.0,0.9958,3.3,0.33,9.6,2.0
1303,W1304,8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,2.0
1304,W1305,8.0,0.59,0.71,17.35,0.038,61.0,228.0,1.0,2.95,0.75,9.3,1.0
1305,W1306,7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.9948,3.33,0.49,10.7,2.0
1306,W1307,6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,2.0
1307,W1308,9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.9958,2.98,0.62,9.5,1.0
1308,W1309,9.2,0.15,0.68,1.6,0.046,22.0,130.0,0.9948,,0.45,10.4,2.0
1309,W1310,9.4,0.17,,1.6,0.049,14.0,94.0,0.9949,,0.61,10.3,2.0
1310,W1311,5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.997,,0.39,9.9,2.0
1311,W1312,6.3,0.23,0.22,3.75,0.039,37.0,116.0,0.9927,3.23,0.5,10.7,2.0
1312,W1313,9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,2.94,,10.5,1.0
1313,W1314,9.2,0.32,0.42,1.3,0.046,14.0,186.0,0.9949,3.08,0.48,9.6,1.0
1314,W1315,6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,3.15,0.46,9.3,2.0
1315,W1316,8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.997,3.1,0.46,10.0,2.0
1316,W1317,7.9,0.255,,2.0,0.026,40.0,190.0,0.9932,3.04,0.39,11.2,2.0
1317,W1318,7.0,0.15,0.34,1.4,0.039,21.0,177.0,0.9927,3.32,0.62,10.8,1.0
1318,W1319,6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.9932,3.54,0.51,10.3,2.0
1319,W1320,6.4,0.25,0.53,6.6,0.038,59.0,234.0,0.9955,3.03,0.42,8.8,1.0
1320,W1321,7.6,0.19,0.42,1.5,0.044,6.0,114.0,0.9914,3.04,0.74,12.8,2.0
1321,W1322,7.3,0.43,0.37,4.6,0.028,17.0,114.0,0.991,3.23,0.43,13.2,2.0
1322,W1323,5.1,0.31,0.3,0.9,0.037,28.0,152.0,0.992,3.54,,10.1,2.0
1323,W1324,6.2,0.2,0.26,1.7,0.093,40.0,161.0,0.9924,3.44,0.66,11.0,1.0
1324,W1325,6.9,0.16,,1.3,0.043,21.0,182.0,0.9927,3.25,,10.8,2.0
1325,W1326,7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,3.2,0.52,12.8,2.0
1326,W1327,6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,9.2,2.0
1327,W1328,6.8,0.26,0.33,1.5,0.047,44.0,167.0,0.9928,3.12,0.44,10.5,2.0
1328,W1329,5.2,0.37,0.33,1.2,0.028,13.0,81.0,0.9902,3.37,0.38,11.7,2.0
1329,W1330,8.4,0.19,0.43,2.1,0.052,20.0,104.0,0.994,2.85,0.46,9.5,1.0
1330,W1331,8.3,0.21,0.41,2.2,0.05,24.0,108.0,0.994,2.85,0.45,9.5,1.0
1331,W1332,6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4,8.8,2.0
1332,W1333,7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.0004,3.15,,9.3,2.0
1333,W1334,7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,2.0
1334,W1335,9.0,0.24,0.5,1.2,0.048,26.0,107.0,0.9918,3.21,0.34,12.4,2.0
1335,W1336,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,,0.72,10.1,2.0
1336,W1337,7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,,11.2,2.0
1337,W1338,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,1.0
1338,W1339,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,1.0
1339,W1340,8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,2.0
1340,W1341,7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,3.27,0.33,10.0,2.0
1341,W1342,7.6,0.54,,2.0,0.029,13.0,151.0,0.9931,3.04,0.33,10.4,1.0
1342,W1343,8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,,10.8,2.0
1343,W1344,6.6,0.25,,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,9.8,2.0
1344,W1345,7.3,0.23,,1.9,0.041,51.0,165.0,0.9908,,0.4,12.2,2.0
1345,W1346,7.3,0.39,0.37,1.1,0.043,36.0,113.0,0.991,,0.48,12.7,2.0
1346,W1347,7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,2.0
1347,W1348,8.2,0.35,0.4,6.3,0.039,35.0,162.0,0.9936,,0.34,11.9,2.0
1348,W1349,7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,2.0
1349,W1350,9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,1.0
1350,W1351,8.0,0.57,,3.9,0.034,22.0,122.0,0.9917,3.29,0.67,12.8,2.0
1351,W1352,6.5,0.37,,3.9,0.027,40.0,130.0,0.9906,,0.39,12.7,2.0
1352,W1353,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,2.0
1353,W1354,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,1.0
1354,W1355,7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,1.0
1355,W1356,7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,,11.4,1.0
1356,W1357,7.3,0.22,,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,2.0
1357,W1358,6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,2.0
1358,W1359,6.8,0.35,0.32,2.4,0.048,35.0,103.0,0.9911,3.28,0.46,12.0,2.0
1359,W1360,6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,2.0
1360,W1361,6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,10.5,2.0
1361,W1362,6.0,0.13,0.28,5.7,0.038,56.0,189.5,0.9948,3.59,0.43,10.6,2.0
1362,W1363,6.4,0.25,,1.4,0.04,42.0,115.0,0.9906,,0.48,11.3,2.0
1363,W1364,6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,1.0
1364,W1365,7.6,0.19,,1.1,0.04,38.0,143.0,0.9907,,0.42,11.4,1.0
1365,W1366,6.7,0.13,0.28,1.2,0.046,35.0,140.0,0.9927,,0.33,10.1,2.0
1366,W1367,7.0,0.14,0.41,0.9,0.037,22.0,95.0,0.9914,3.25,0.43,10.9,2.0
1367,W1368,7.6,0.27,,3.8,0.058,19.0,115.0,0.9958,,0.45,8.9,1.0
1368,W1369,7.3,0.22,,15.4,0.05,55.0,191.0,1.0,,0.59,8.9,2.0
1369,W1370,7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,2.9,0.49,9.3,1.0
1370,W1371,7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,2.0
1371,W1372,8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.9944,3.1,0.38,12.0,2.0
1372,W1373,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,,0.68,9.5,2.0
1373,W1374,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,2.0
1374,W1375,6.9,0.23,0.34,2.7,0.032,24.0,121.0,0.9902,3.14,0.38,12.4,2.0
1375,W1376,6.2,0.3,0.32,1.7,0.032,30.0,130.0,0.9911,3.28,0.41,11.2,2.0
1376,W1377,6.9,0.27,,1.7,0.047,6.0,134.0,0.9929,3.15,,11.4,2.0
1377,W1378,6.9,0.28,0.41,1.7,0.05,10.0,136.0,0.993,3.16,0.71,11.4,2.0
1378,W1379,6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.9918,,0.38,11.1,2.0
1379,W1380,6.9,0.46,0.2,0.9,0.054,5.0,126.0,0.992,3.1,0.42,10.4,2.0
1380,W1381,6.9,0.38,0.32,8.5,0.044,36.0,152.0,0.9932,3.38,0.35,12.0,2.0
1381,W1382,5.7,0.43,,5.7,0.039,24.0,98.0,0.992,,0.61,12.3,2.0
1382,W1383,6.6,0.56,0.16,3.1,0.045,28.0,92.0,0.994,3.12,0.35,9.1,2.0
1383,W1384,7.1,0.36,0.56,1.3,0.046,25.0,102.0,0.9923,,0.33,10.5,2.0
1384,W1385,6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,,0.7,11.4,2.0
1385,W1386,6.2,0.33,0.29,1.3,0.042,26.0,138.0,0.9956,3.77,0.64,9.5,1.0
1386,W1387,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,,13.7,2.0
1387,W1388,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,2.0
1388,W1389,7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,2.0
1389,W1390,8.1,0.19,0.4,0.9,0.037,73.0,180.0,0.9926,3.06,0.34,10.0,2.0
1390,W1391,5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.49,0.42,10.1,2.0
1391,W1392,6.2,0.16,0.47,1.4,0.029,23.0,81.0,0.99,3.26,0.42,12.2,2.0
1392,W1393,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,2.0
1393,W1394,5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,2.0
1394,W1395,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,2.0
1395,W1396,6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46,12.3,2.0
1396,W1397,7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,,11.3,2.0
1397,W1398,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,2.0
1398,W1399,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,2.0
1399,W1400,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,2.0
1400,W1401,7.3,0.25,,13.1,0.05,35.0,200.0,0.9986,,0.46,8.9,2.0
1401,W1402,6.3,0.67,0.48,12.6,0.052,57.0,222.0,0.9979,3.17,0.52,9.3,2.0
1402,W1403,7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,2.0
1403,W1404,7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,3.34,0.64,10.9,2.0
1404,W1405,9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.9938,2.9,0.38,11.6,1.0
1405,W1406,6.3,0.39,0.24,6.9,0.069,9.0,117.0,0.9942,3.15,0.35,10.2,1.0
1406,W1407,8.2,0.22,0.36,6.8,0.034,12.0,90.0,0.9944,3.01,0.38,10.5,2.0
1407,W1408,7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,2.0
1408,W1409,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,2.0
1409,W1410,7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,2.0
1410,W1411,7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4,11.6,2.0
1411,W1412,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,2.0
1412,W1413,6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.9925,,0.79,12.3,2.0
1413,W1414,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,,10.8,2.0
1414,W1415,5.8,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,3.29,0.38,11.3,2.0
1415,W1416,5.9,0.415,,0.8,0.038,22.0,63.0,0.9932,,0.36,9.3,1.0
1416,W1417,6.6,0.23,0.26,1.3,0.045,16.0,128.0,0.9934,3.36,,10.0,2.0
1417,W1418,8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11.0,1.0
1418,W1419,6.9,0.35,,1.0,0.044,18.0,132.0,0.992,,0.55,10.2,1.0
1419,W1420,7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,,10.8,2.0
1420,W1421,9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.998,3.1,0.34,10.1,1.0
1421,W1422,6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,2.0
1422,W1423,5.3,0.165,0.24,1.1,0.051,25.0,105.0,0.9925,3.32,0.47,9.1,1.0
1423,W1424,9.8,0.25,,10.0,0.056,36.0,225.0,0.9977,,0.43,10.0,1.0
1424,W1425,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,,0.41,10.8,2.0
1425,W1426,6.8,0.22,,0.9,0.052,26.0,128.0,0.991,3.25,0.35,11.4,2.0
1426,W1427,7.2,0.22,,1.0,0.045,34.0,140.0,0.99,,0.34,12.7,2.0
1427,W1428,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,,0.55,11.3,1.0
1428,W1429,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,2.0
1429,W1430,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,1.0
1430,W1431,7.0,0.39,0.24,1.0,0.048,8.0,119.0,0.9923,3.0,0.31,10.1,1.0
1431,W1432,6.1,0.22,,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,1.0
1432,W1433,6.5,0.36,0.49,2.9,0.03,16.0,94.0,0.9902,3.1,0.49,12.1,2.0
1433,W1434,7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.9893,3.07,0.33,12.2,2.0
1434,W1435,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,1.0
1435,W1436,6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,,9.6,1.0
1436,W1437,8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,1.0
1437,W1438,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,2.0
1438,W1439,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,1.0
1439,W1440,6.1,0.25,0.49,7.6,0.052,67.0,226.0,0.9956,3.16,0.47,8.9,1.0
1440,W1441,7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,3.03,0.44,8.8,1.0
1441,W1442,7.2,0.31,0.24,1.4,0.057,17.0,117.0,0.9928,3.16,,10.5,1.0
1442,W1443,8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.9938,3.08,0.34,9.4,1.0
1443,W1444,7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,,12.2,2.0
1444,W1445,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,2.0
1445,W1446,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,,0.42,12.2,2.0
1446,W1447,6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,,12.2,2.0
1447,W1448,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,,,11.2,2.0
1448,W1449,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,2.0
1449,W1450,6.9,0.19,,6.6,0.036,49.0,172.0,0.9932,,,11.5,2.0
1450,W1451,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,,11.3,2.0
1451,W1452,7.2,0.4,,1.1,0.048,11.0,138.0,0.9929,3.01,,9.3,1.0
1452,W1453,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,2.0
1453,W1454,7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,2.0
1454,W1455,8.3,0.21,0.49,19.8,0.054,50.0,231.0,1.0012,2.99,0.54,9.2,1.0
1455,W1456,6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.9968,3.0,0.81,9.2,1.0
1456,W1457,6.3,0.27,,1.2,0.063,35.0,92.0,0.9911,3.38,,12.2,2.0
1457,W1458,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,2.0
1458,W1459,7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,3.31,0.41,12.2,2.0
1459,W1460,7.9,0.11,,4.5,0.048,27.0,133.0,0.9946,,0.42,10.6,2.0
1460,W1461,8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,2.0
1461,W1462,6.4,0.145,0.49,5.4,0.048,54.0,164.0,0.9946,3.56,,10.8,2.0
1462,W1463,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,2.0
1463,W1464,8.3,0.19,0.49,1.2,0.051,11.0,137.0,0.9918,3.06,,11.0,2.0
1464,W1465,8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.27,12.7,2.0
1465,W1466,7.0,0.2,0.74,0.8,0.044,19.0,163.0,0.9931,3.46,0.53,10.2,1.0
1466,W1467,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,2.0
1467,W1468,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,2.0
1468,W1469,6.5,0.24,0.24,1.6,0.046,15.0,60.0,0.9928,3.19,0.39,9.8,1.0
1469,W1470,7.2,0.4,,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,1.0
1470,W1471,7.6,0.52,,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,2.0
1471,W1472,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,2.0
1472,W1473,7.8,0.21,0.49,1.35,0.052,6.0,48.0,0.9911,3.15,0.28,11.4,1.0
1473,W1474,7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.9938,3.21,0.48,10.8,2.0
1474,W1475,6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1.0
1475,W1476,7.2,0.08,,1.3,0.05,18.0,148.0,0.9945,3.46,0.44,10.2,2.0
1476,W1477,7.1,0.85,0.49,8.7,0.028,40.0,184.0,0.9962,3.22,0.36,10.7,1.0
1477,W1478,7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,2.0
1478,W1479,7.9,0.22,0.24,4.6,0.044,39.0,159.0,0.9927,2.99,0.28,11.5,2.0
1479,W1480,7.7,0.16,0.49,2.0,0.056,20.0,124.0,0.9948,3.32,0.49,10.7,2.0
1480,W1481,7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.9945,3.46,,10.2,2.0
1481,W1482,6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.9942,3.37,0.6,10.1,2.0
1482,W1483,6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.9952,3.62,0.81,10.4,2.0
1483,W1484,6.9,0.25,,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,1.0
1484,W1485,7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.9958,3.14,0.5,9.1,1.0
1485,W1486,7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.9918,,,10.6,2.0
1486,W1487,6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.9932,,0.7,9.4,2.0
1487,W1488,6.7,0.25,0.74,19.4,0.054,44.0,169.0,1.0004,3.51,0.45,9.8,2.0
1488,W1489,6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,3.18,0.54,9.5,2.0
1489,W1490,7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,1.0
1490,W1491,5.6,0.185,,1.1,0.03,28.0,117.0,0.9918,,,10.3,2.0
1491,W1492,7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62,11.1,1.0
1492,W1493,8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10.0,1.0
1493,W1494,8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.9936,3.13,0.38,12.3,2.0
1494,W1495,7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,2.0
1495,W1496,7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.9938,,0.38,12.3,2.0
1496,W1497,6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.9934,3.41,,10.4,1.0
1497,W1498,6.8,0.27,0.49,1.2,0.044,35.0,126.0,0.99,,0.48,12.1,2.0
1498,W1499,7.7,0.27,0.49,1.8,0.041,23.0,86.0,0.9914,,0.42,12.5,2.0
1499,W1500,6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.9904,,0.6,13.0,2.0
1500,W1501,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,,11.0,2.0
1501,W1502,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,,10.1,1.0
1502,W1503,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,1.0
1503,W1504,6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.9909,3.27,0.34,12.6,2.0
1504,W1505,7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,,,12.2,2.0
1505,W1506,9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.9945,3.04,0.49,9.8,2.0
1506,W1507,8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,,11.0,2.0
1507,W1508,7.8,0.26,,7.5,0.044,59.0,160.0,0.996,,0.64,10.0,2.0
1508,W1509,6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.9991,3.55,0.44,9.8,2.0
1509,W1510,7.9,0.2,,1.6,0.053,15.0,144.0,0.993,3.16,,10.5,1.0
1510,W1511,8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.9942,3.23,0.48,10.0,1.0
1511,W1512,8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.9934,3.02,,11.2,2.0
1512,W1513,7.3,0.22,,9.4,0.034,29.0,134.0,0.9939,,0.32,11.0,2.0
1513,W1514,7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.9937,3.01,0.28,11.2,2.0
1514,W1515,7.4,0.19,,9.3,0.03,26.0,132.0,0.994,,0.32,11.0,2.0
1515,W1516,7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77,10.5,2.0
1516,W1517,8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,2.0
1517,W1518,8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,,10.6,2.0
1518,W1519,8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.9935,3.04,0.34,12.0,2.0
1519,W1520,8.3,0.2,,1.7,0.04,34.0,169.0,0.9938,,0.37,10.1,1.0
1520,W1521,8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.9939,3.05,0.37,10.1,2.0
1521,W1522,6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,1.0
1522,W1523,6.9,0.21,,1.4,0.041,15.0,164.0,0.9927,3.25,0.63,11.0,1.0
1523,W1524,8.0,0.25,0.49,9.0,0.044,31.0,185.0,0.998,3.34,0.49,10.0,2.0
1524,W1525,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,2.0
1525,W1526,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,1.0
1526,W1527,14.2,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,2.0
1527,W1528,7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.9954,3.04,0.55,11.0,2.0
1528,W1529,7.4,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,,11.1,2.0
1529,W1530,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,,0.39,8.7,2.0
1530,W1531,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,,8.7,1.0
1531,W1532,8.1,0.3,0.49,8.1,0.037,26.0,174.0,0.9943,3.1,0.3,11.2,2.0
1532,W1533,7.5,0.23,,7.7,0.049,61.0,209.0,0.9941,,0.3,11.1,2.0
1533,W1534,7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,,10.8,2.0
1534,W1535,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,2.0
1535,W1536,8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,2.0
1536,W1537,8.9,0.13,,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,1.0
1537,W1538,8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,,10.0,2.0
1538,W1539,6.0,0.17,,1.0,0.034,26.0,106.0,0.992,3.21,,9.8,2.0
1539,W1540,7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,2.0
1540,W1541,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,2.0
1541,W1542,7.1,0.53,0.24,0.8,0.029,29.0,86.0,0.993,3.16,0.32,9.1,1.0
1542,W1543,7.2,0.16,0.49,1.3,0.037,27.0,104.0,0.9924,3.23,0.57,10.6,2.0
1543,W1544,7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.9928,3.2,0.72,10.6,2.0
1544,W1545,8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,1.0
1545,W1546,7.9,0.12,,5.2,0.049,33.0,152.0,0.9952,,0.47,10.6,2.0
1546,W1547,6.7,0.29,,4.7,0.034,35.0,156.0,0.9945,,,9.9,2.0
1547,W1548,6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,9.9,2.0
